name,carrier,bus,emission_factor,p_nom,p_min,efficiency,marginal_cost,startup costs,technology,status
Unit_1224,wind onshore,283,0,122.2,0,1,0,0,wind turbine,Market
Unit_1225,wind onshore,51,0,522,0,1,0,0,wind turbine,Market
Unit_1226,wind onshore,302,0,8.7,0,1,0,0,wind turbine,Market
Unit_1227,wind onshore,304,0,150.1,0,1,0,0,wind turbine,Market
Unit_1228,wind onshore,31,0,97,0,1,0,0,wind turbine,Market
Unit_1229,wind onshore,286,0,211.9,0,1,0,0,wind turbine,Market
Unit_1230,wind onshore,77,0,234.1,0,1,0,0,wind turbine,Market
Unit_1231,wind onshore,276,0,0.1,0,1,0,0,wind turbine,Market
Unit_1232,wind onshore,152,0,16.9,0,1,0,0,wind turbine,Market
Unit_1233,wind onshore,120,0,134,0,1,0,0,wind turbine,Market
Unit_1234,wind onshore,254,0,1164.7,0,1,0,0,wind turbine,Market
Unit_1235,wind onshore,211,0,162.5,0,1,0,0,wind turbine,Market
Unit_1236,wind onshore,255,0,531.7,0,1,0,0,wind turbine,Market
Unit_1237,wind onshore,128,0,45.9,0,1,0,0,wind turbine,Market
Unit_1238,wind onshore,100,0,473.2,0,1,0,0,wind turbine,Market
Unit_1239,wind onshore,238,0,132.8,0,1,0,0,wind turbine,Market
Unit_1240,wind onshore,70,0,111,0,1,0,0,wind turbine,Market
Unit_1241,wind onshore,225,0,335.1,0,1,0,0,wind turbine,Market
Unit_1242,wind onshore,69,0,27.4,0,1,0,0,wind turbine,Market
Unit_1243,wind onshore,257,0,383.3,0,1,0,0,wind turbine,Market
Unit_1244,wind onshore,224,0,65.2,0,1,0,0,wind turbine,Market
Unit_1245,wind onshore,223,0,103.1,0,1,0,0,wind turbine,Market
Unit_1246,wind onshore,320,0,12.1,0,1,0,0,wind turbine,Market
Unit_1247,wind onshore,377,0,105.3,0,1,0,0,wind turbine,Market
Unit_1248,wind onshore,216,0,3.4,0,1,0,0,wind turbine,Market
Unit_1249,wind onshore,379,0,24.7,0,1,0,0,wind turbine,Market
Unit_1250,wind onshore,310,0,65.7,0,1,0,0,wind turbine,Market
Unit_1251,wind onshore,311,0,332.7,0,1,0,0,wind turbine,Market
Unit_1252,wind onshore,389,0,456.3,0,1,0,0,wind turbine,Market
Unit_1253,wind onshore,394,0,79.3,0,1,0,0,wind turbine,Market
Unit_1254,wind onshore,312,0,211.8,0,1,0,0,wind turbine,Market
Unit_1255,wind onshore,375,0,1.8,0,1,0,0,wind turbine,Market
Unit_1256,wind onshore,366,0,2.3,0,1,0,0,wind turbine,Market
Unit_1257,wind onshore,381,0,89.8,0,1,0,0,wind turbine,Market
Unit_1258,wind onshore,260,0,59.9,0,1,0,0,wind turbine,Market
Unit_1259,wind onshore,322,0,27.7,0,1,0,0,wind turbine,Market
Unit_1260,wind onshore,53,0,27.1,0,1,0,0,wind turbine,Market
Unit_1261,wind onshore,288,0,98.1,0,1,0,0,wind turbine,Market
Unit_1262,wind onshore,189,0,54.5,0,1,0,0,wind turbine,Market
Unit_1263,wind onshore,436,0,13.9,0,1,0,0,wind turbine,Market
Unit_1264,wind onshore,406,0,11.3,0,1,0,0,wind turbine,Market
Unit_1265,wind onshore,405,0,30.6,0,1,0,0,wind turbine,Market
Unit_1266,wind onshore,190,0,2.1,0,1,0,0,wind turbine,Market
Unit_1267,wind onshore,233,0,65.3,0,1,0,0,wind turbine,Market
Unit_1268,wind onshore,395,0,1.7,0,1,0,0,wind turbine,Market
Unit_1269,wind onshore,264,0,26.9,0,1,0,0,wind turbine,Market
Unit_1270,wind onshore,354,0,1.7,0,1,0,0,wind turbine,Market
Unit_1271,wind onshore,13,0,23.5,0,1,0,0,wind turbine,Market
Unit_1272,wind onshore,351,0,136.7,0,1,0,0,wind turbine,Market
Unit_1273,wind onshore,15,0,0.1,0,1,0,0,wind turbine,Market
Unit_1274,wind onshore,352,0,2.7,0,1,0,0,wind turbine,Market
Unit_1275,wind onshore,19,0,21.5,0,1,0,0,wind turbine,Market
Unit_1276,wind onshore,315,0,37.4,0,1,0,0,wind turbine,Market
Unit_1277,wind onshore,331,0,4.7,0,1,0,0,wind turbine,Market
Unit_1278,wind onshore,418,0,0.3,0,1,0,0,wind turbine,Market
Unit_1279,wind onshore,349,0,4.8,0,1,0,0,wind turbine,Market
Unit_1280,wind onshore,330,0,11.2,0,1,0,0,wind turbine,Market
Unit_1281,wind onshore,417,0,0.7,0,1,0,0,wind turbine,Market
Unit_1282,wind onshore,332,0,0.1,0,1,0,0,wind turbine,Market
Unit_1283,wind onshore,329,0,0.7,0,1,0,0,wind turbine,Market
Unit_1284,wind onshore,337,0,9.9,0,1,0,0,wind turbine,Market
Unit_1285,wind onshore,373,0,32.1,0,1,0,0,wind turbine,Market
Unit_1286,wind onshore,338,0,109.9,0,1,0,0,wind turbine,Market
Unit_1287,wind onshore,350,0,183.7,0,1,0,0,wind turbine,Market
Unit_1288,wind onshore,66,0,47.5,0,1,0,0,wind turbine,Market
Unit_1289,wind onshore,335,0,141.2,0,1,0,0,wind turbine,Market
Unit_1290,wind onshore,336,0,547.6,0,1,0,0,wind turbine,Market
Unit_1291,wind onshore,334,0,64.9,0,1,0,0,wind turbine,Market
Unit_1292,wind onshore,390,0,45.2,0,1,0,0,wind turbine,Market
Unit_1293,wind onshore,384,0,444.8,0,1,0,0,wind turbine,Market
Unit_1294,wind onshore,383,0,54,0,1,0,0,wind turbine,Market
Unit_1295,wind onshore,308,0,125.4,0,1,0,0,wind turbine,Market
Unit_1296,wind onshore,385,0,34.4,0,1,0,0,wind turbine,Market
Unit_1297,wind onshore,316,0,31.6,0,1,0,0,wind turbine,Market
Unit_1298,wind onshore,410,0,28.4,0,1,0,0,wind turbine,Market
Unit_1299,wind onshore,396,0,8.3,0,1,0,0,wind turbine,Market
Unit_1300,wind onshore,232,0,2.3,0,1,0,0,wind turbine,Market
Unit_1301,wind onshore,483,0,55.8,0,1,0,0,wind turbine,Market
Unit_1302,wind onshore,485,0,7.6,0,1,0,0,wind turbine,Market
Unit_1303,wind onshore,318,0,11.6,0,1,0,0,wind turbine,Market
Unit_1304,wind onshore,247,0,30,0,1,0,0,wind turbine,Market
Unit_1305,wind onshore,99,0,265,0,1,0,0,wind turbine,Market
Unit_1306,wind onshore,371,0,151,0,1,0,0,wind turbine,Market
Unit_1307,wind onshore,372,0,35.6,0,1,0,0,wind turbine,Market
Unit_1308,wind onshore,348,0,12,0,1,0,0,wind turbine,Market
Unit_1309,wind onshore,428,0,239.5,0,1,0,0,wind turbine,Market
Unit_1310,wind onshore,81,0,287.4,0,1,0,0,wind turbine,Market
Unit_1311,wind onshore,10,0,525.7,0,1,0,0,wind turbine,Market
Unit_1312,wind onshore,12,0,751,0,1,0,0,wind turbine,Market
Unit_1313,wind onshore,74,0,969.5,0,1,0,0,wind turbine,Market
Unit_1314,wind onshore,280,0,779.2,0,1,0,0,wind turbine,Market
Unit_1315,wind onshore,43,0,673.3,0,1,0,0,wind turbine,Market
Unit_1316,wind onshore,11,0,151.1,0,1,0,0,wind turbine,Market
Unit_1317,wind onshore,41,0,969.6,0,1,0,0,wind turbine,Market
Unit_1318,wind onshore,45,0,782.1,0,1,0,0,wind turbine,Market
Unit_1319,wind onshore,179,0,1267.5,0,1,0,0,wind turbine,Market
Unit_1320,wind onshore,217,0,11.4,0,1,0,0,wind turbine,Market
Unit_1321,wind onshore,40,0,686.8,0,1,0,0,wind turbine,Market
Unit_1322,wind onshore,42,0,670.4,0,1,0,0,wind turbine,Market
Unit_1323,wind onshore,177,0,416.2,0,1,0,0,wind turbine,Market
Unit_1324,wind onshore,18,0,693.5,0,1,0,0,wind turbine,Market
Unit_1325,wind onshore,344,0,304.5,0,1,0,0,wind turbine,Market
Unit_1326,wind onshore,345,0,32.8,0,1,0,0,wind turbine,Market
Unit_1327,wind onshore,323,0,226.2,0,1,0,0,wind turbine,Market
Unit_1328,wind onshore,326,0,48.3,0,1,0,0,wind turbine,Market
Unit_1329,wind onshore,290,0,146.5,0,1,0,0,wind turbine,Market
Unit_1330,wind onshore,324,0,202.8,0,1,0,0,wind turbine,Market
Unit_1331,wind onshore,340,0,146.9,0,1,0,0,wind turbine,Market
Unit_1332,wind onshore,282,0,103.4,0,1,0,0,wind turbine,Market
Unit_1333,wind onshore,71,0,728.2,0,1,0,0,wind turbine,Market
Unit_1334,wind onshore,72,0,751.9,0,1,0,0,wind turbine,Market
Unit_1335,wind onshore,278,0,793.6,0,1,0,0,wind turbine,Market
Unit_1336,wind onshore,50,0,255.6,0,1,0,0,wind turbine,Market
Unit_1337,wind onshore,37,0,302.2,0,1,0,0,wind turbine,Market
Unit_1338,wind onshore,75,0,365.1,0,1,0,0,wind turbine,Market
Unit_1339,wind onshore,292,0,682.3,0,1,0,0,wind turbine,Market
Unit_1340,wind onshore,39,0,872.1,0,1,0,0,wind turbine,Market
Unit_1341,wind onshore,32,0,287.9,0,1,0,0,wind turbine,Market
Unit_1342,wind onshore,281,0,50.1,0,1,0,0,wind turbine,Market
Unit_1343,wind onshore,342,0,522.5,0,1,0,0,wind turbine,Market
Unit_1344,wind onshore,33,0,278.7,0,1,0,0,wind turbine,Market
Unit_1345,wind onshore,343,0,17.4,0,1,0,0,wind turbine,Market
Unit_1346,wind onshore,294,0,7.7,0,1,0,0,wind turbine,Market
Unit_1347,wind onshore,442,0,68.1,0,1,0,0,wind turbine,Market
Unit_1348,wind onshore,293,0,9.8,0,1,0,0,wind turbine,Market
Unit_1349,wind onshore,441,0,135.1,0,1,0,0,wind turbine,Market
Unit_1350,wind onshore,78,0,59.4,0,1,0,0,wind turbine,Market
Unit_1351,wind offshore,222,0,2448.4,0,1,0,0,wind turbine,Market
Unit_1352,wind offshore,270,0,2540.4,0,1,0,0,wind turbine,Market
Unit_1353,wind offshore,36,0,718.7,0,1,0,0,wind turbine,Market
Unit_1354,wind offshore,18,0,744.1,0,1,0,0,wind turbine,Market
Unit_1355,wind offshore,271,0,253.7,0,1,0,0,wind turbine,Market
Unit_1356,wind offshore,333,0,599.1,0,1,0,0,wind turbine,Market
Unit_1357,wind offshore,177,0,350.7,0,1,0,0,wind turbine,Market
